5000,1,151,112
10000,1,131,104
15000,1,119,106
20000,1,148,106
25000,0,145,108
30000,3,118,115
35000,4,166,108
40000,0,124,110
45000,1,174,104
50000,1,160,105
55000,0,166,110
60000,0,161,116
65000,1,177,111
70000,0,171,109
75000,2,153,114
80000,1,204,123
85000,0,185,106
90000,1,170,112
95000,0,204,122
100000,0,204,107
